Age,Overall,Potential,Value,Wage,International Reputation,Skill Moves,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Right_Foot,Major_Nation,Low,Medium,DF,DM,GK,MF,ST,Normal,Stocky
24,67,70,975000.0,2000.0,1.0,3.0,64.0,57.0,43.0,68.0,52.0,64.0,62.0,56.0,67.0,68.0,67.0,68.0,76.0,63.0,70.0,64.0,54.0,34.0,61.0,57.0,46.0,37.0,62.0,69.0,60.0,61.0,39.0,37.0,36.0,6.0,7.0,13.0,14.0,7.0,1,1,0,1,0,0,0,0,0,1,0
35,67,67,180000.0,2000.0,1.0,1.0,13.0,14.0,12.0,21.0,20.0,14.0,13.0,13.0,22.0,20.0,22.0,27.0,55.0,60.0,32.0,23.0,68.0,35.0,66.0,14.0,13.0,19.0,17.0,31.0,23.0,47.0,23.0,11.0,12.0,67.0,64.0,66.0,66.0,69.0,1,1,0,1,0,0,1,0,0,0,1
34,67,67,400000.0,5000.0,1.0,2.0,43.0,68.0,63.0,49.0,58.0,62.0,44.0,29.0,42.0,65.0,69.0,62.0,60.0,68.0,52.0,67.0,69.0,75.0,79.0,55.0,74.0,27.0,70.0,58.0,64.0,70.0,19.0,31.0,16.0,14.0,15.0,16.0,10.0,7.0,1,0,0,1,0,0,0,0,1,1,0
22,67,67,0.0,0.0,1.0,2.0,55.0,32.0,61.0,56.0,29.0,56.0,45.0,29.0,58.0,62.0,69.0,68.0,57.0,67.0,65.0,35.0,63.0,65.0,73.0,35.0,65.0,68.0,49.0,40.0,36.0,48.0,67.0,75.0,73.0,8.0,6.0,11.0,16.0,14.0,0,0,1,0,1,0,0,0,0,1,0
31,67,67,525000.0,3000.0,1.0,2.0,59.0,54.0,55.0,69.0,55.0,58.0,61.0,45.0,67.0,65.0,55.0,64.0,59.0,64.0,66.0,69.0,69.0,64.0,67.0,63.0,74.0,66.0,59.0,65.0,61.0,67.0,68.0,62.0,59.0,16.0,9.0,7.0,13.0,12.0,1,1,0,1,0,1,0,0,0,0,0
25,67,68,900000.0,11000.0,1.0,3.0,62.0,61.0,39.0,62.0,40.0,66.0,52.0,62.0,58.0,64.0,87.0,88.0,86.0,61.0,80.0,61.0,75.0,78.0,54.0,64.0,60.0,28.0,62.0,58.0,63.0,62.0,24.0,25.0,20.0,6.0,16.0,16.0,7.0,10.0,1,1,0,0,0,0,0,1,0,1,0
24,67,70,975000.0,4000.0,1.0,3.0,69.0,62.0,59.0,61.0,57.0,68.0,67.0,63.0,56.0,64.0,86.0,88.0,76.0,61.0,82.0,60.0,78.0,64.0,60.0,61.0,56.0,13.0,63.0,54.0,51.0,59.0,53.0,20.0,13.0,13.0,11.0,9.0,10.0,16.0,0,1,0,1,0,0,0,1,0,0,0
29,67,68,0.0,0.0,1.0,1.0,13.0,12.0,11.0,14.0,12.0,11.0,16.0,11.0,13.0,17.0,40.0,42.0,40.0,65.0,55.0,11.0,50.0,30.0,68.0,16.0,31.0,12.0,11.0,36.0,23.0,13.0,15.0,13.0,12.0,66.0,65.0,70.0,65.0,68.0,1,0,0,1,0,0,1,0,0,1,0
26,67,68,875000.0,4000.0,1.0,3.0,65.0,55.0,59.0,68.0,43.0,65.0,53.0,41.0,64.0,67.0,74.0,77.0,74.0,65.0,69.0,61.0,66.0,80.0,72.0,59.0,69.0,63.0,65.0,63.0,51.0,58.0,66.0,67.0,66.0,13.0,14.0,14.0,12.0,14.0,1,1,0,1,0,0,0,1,0,0,1
23,67,75,1100000.0,13000.0,1.0,3.0,63.0,60.0,56.0,73.0,52.0,66.0,53.0,51.0,67.0,70.0,73.0,75.0,77.0,60.0,70.0,58.0,67.0,69.0,65.0,55.0,62.0,61.0,61.0,65.0,61.0,64.0,60.0,69.0,63.0,9.0,15.0,10.0,11.0,8.0,0,1,0,1,0,0,0,1,0,1,0
27,67,67,800000.0,17000.0,1.0,3.0,68.0,50.0,44.0,64.0,54.0,69.0,60.0,54.0,53.0,67.0,89.0,86.0,85.0,55.0,71.0,67.0,61.0,72.0,57.0,54.0,31.0,34.0,55.0,57.0,53.0,66.0,48.0,52.0,49.0,14.0,14.0,11.0,10.0,7.0,0,1,0,0,0,0,0,1,0,0,0
21,67,76,1000000.0,4000.0,1.0,2.0,31.0,21.0,64.0,68.0,20.0,38.0,48.0,65.0,66.0,60.0,51.0,54.0,48.0,64.0,43.0,56.0,53.0,73.0,79.0,55.0,68.0,67.0,25.0,60.0,25.0,66.0,61.0,68.0,66.0,10.0,10.0,15.0,8.0,15.0,0,1,1,0,0,1,0,0,0,1,0
22,67,80,1300000.0,2000.0,1.0,2.0,36.0,32.0,50.0,70.0,42.0,62.0,38.0,42.0,65.0,62.0,72.0,73.0,74.0,63.0,73.0,56.0,73.0,89.0,65.0,49.0,72.0,65.0,39.0,51.0,36.0,63.0,64.0,66.0,57.0,15.0,8.0,15.0,5.0,6.0,1,1,0,1,0,1,0,0,0,1,0
26,67,68,725000.0,3000.0,1.0,2.0,63.0,40.0,60.0,65.0,44.0,60.0,54.0,30.0,66.0,65.0,65.0,70.0,60.0,60.0,63.0,57.0,72.0,74.0,74.0,47.0,62.0,61.0,52.0,55.0,38.0,59.0,66.0,67.0,68.0,10.0,14.0,14.0,10.0,9.0,1,1,0,0,1,0,0,0,0,1,0
27,67,68,700000.0,3000.0,1.0,2.0,64.0,39.0,62.0,64.0,46.0,60.0,58.0,48.0,62.0,65.0,68.0,69.0,72.0,64.0,73.0,59.0,73.0,80.0,71.0,56.0,62.0,67.0,26.0,62.0,55.0,61.0,65.0,64.0,65.0,15.0,11.0,6.0,7.0,9.0,1,1,0,1,1,0,0,0,0,1,0
29,67,67,600000.0,3000.0,1.0,3.0,62.0,58.0,44.0,71.0,56.0,64.0,54.0,55.0,68.0,68.0,62.0,68.0,72.0,65.0,81.0,63.0,54.0,82.0,61.0,52.0,58.0,62.0,50.0,71.0,49.0,64.0,65.0,65.0,59.0,7.0,12.0,12.0,9.0,9.0,1,0,0,1,0,1,0,0,0,1,0
33,67,67,475000.0,3000.0,2.0,3.0,57.0,66.0,60.0,64.0,65.0,70.0,78.0,69.0,59.0,71.0,66.0,52.0,67.0,65.0,55.0,67.0,52.0,49.0,65.0,65.0,31.0,28.0,71.0,64.0,74.0,70.0,25.0,26.0,24.0,7.0,6.0,9.0,7.0,5.0,1,0,0,1,0,0,0,0,1,1,0
34,67,67,230000.0,7000.0,1.0,2.0,57.0,33.0,47.0,72.0,22.0,42.0,32.0,43.0,65.0,42.0,51.0,50.0,50.0,70.0,74.0,52.0,68.0,67.0,72.0,41.0,62.0,70.0,45.0,62.0,53.0,63.0,67.0,73.0,63.0,15.0,15.0,15.0,14.0,14.0,1,1,0,1,0,1,0,0,0,1,0
29,67,67,575000.0,4000.0,1.0,2.0,62.0,33.0,58.0,61.0,26.0,66.0,45.0,25.0,60.0,62.0,79.0,85.0,75.0,66.0,58.0,36.0,71.0,79.0,72.0,29.0,55.0,61.0,61.0,56.0,49.0,52.0,60.0,62.0,63.0,15.0,10.0,11.0,13.0,8.0,1,1,0,0,1,0,0,0,0,1,0
20,67,78,1100000.0,2000.0,1.0,3.0,70.0,60.0,62.0,66.0,48.0,67.0,69.0,44.0,62.0,66.0,72.0,76.0,66.0,65.0,71.0,69.0,76.0,85.0,61.0,60.0,64.0,60.0,65.0,66.0,68.0,61.0,65.0,62.0,58.0,6.0,6.0,10.0,8.0,7.0,1,1,0,0,1,0,0,0,0,0,0
25,67,72,850000.0,3000.0,1.0,2.0,26.0,19.0,68.0,52.0,24.0,33.0,40.0,31.0,49.0,50.0,57.0,62.0,44.0,61.0,43.0,58.0,71.0,70.0,85.0,27.0,70.0,63.0,28.0,38.0,32.0,52.0,62.0,68.0,65.0,9.0,8.0,13.0,14.0,8.0,1,0,0,1,1,0,0,0,0,1,0
35,67,67,180000.0,1000.0,1.0,1.0,9.0,13.0,10.0,32.0,16.0,17.0,13.0,17.0,25.0,33.0,20.0,23.0,54.0,73.0,39.0,43.0,66.0,40.0,72.0,12.0,40.0,19.0,12.0,48.0,26.0,43.0,23.0,9.0,10.0,65.0,66.0,61.0,64.0,66.0,1,1,0,1,0,0,1,0,0,1,0
25,67,70,975000.0,6000.0,1.0,2.0,60.0,62.0,52.0,64.0,49.0,61.0,64.0,50.0,61.0,63.0,80.0,83.0,73.0,71.0,68.0,73.0,75.0,72.0,74.0,64.0,61.0,47.0,72.0,69.0,57.0,60.0,27.0,52.0,39.0,6.0,10.0,8.0,9.0,12.0,1,0,0,1,0,0,0,0,1,1,0
31,67,67,525000.0,8000.0,1.0,2.0,61.0,30.0,66.0,52.0,25.0,57.0,23.0,26.0,44.0,59.0,72.0,64.0,72.0,56.0,50.0,45.0,85.0,68.0,77.0,23.0,65.0,65.0,51.0,33.0,41.0,59.0,64.0,65.0,67.0,12.0,7.0,7.0,13.0,10.0,1,1,0,1,1,0,0,0,0,0,0
25,67,69,925000.0,3000.0,1.0,3.0,62.0,60.0,34.0,71.0,57.0,72.0,68.0,57.0,66.0,73.0,69.0,68.0,75.0,53.0,80.0,62.0,56.0,65.0,60.0,61.0,66.0,30.0,50.0,69.0,44.0,65.0,32.0,28.0,21.0,7.0,12.0,8.0,15.0,11.0,1,1,0,1,0,0,0,0,0,1,0
18,67,84,1400000.0,1000.0,1.0,2.0,48.0,33.0,52.0,69.0,33.0,56.0,59.0,60.0,64.0,65.0,56.0,67.0,49.0,63.0,60.0,63.0,74.0,74.0,63.0,59.0,69.0,70.0,31.0,51.0,50.0,60.0,69.0,64.0,57.0,11.0,8.0,12.0,9.0,15.0,1,1,0,1,0,1,0,0,0,1,0
30,67,67,550000.0,7000.0,1.0,2.0,64.0,43.0,48.0,67.0,55.0,63.0,65.0,65.0,62.0,67.0,73.0,70.0,74.0,64.0,72.0,65.0,71.0,68.0,58.0,60.0,55.0,62.0,62.0,64.0,47.0,64.0,63.0,69.0,68.0,6.0,10.0,15.0,9.0,11.0,0,1,0,0,1,0,0,0,0,1,0
23,67,76,1200000.0,3000.0,1.0,2.0,39.0,67.0,71.0,54.0,57.0,61.0,53.0,42.0,37.0,61.0,71.0,74.0,63.0,62.0,62.0,67.0,68.0,70.0,83.0,53.0,73.0,24.0,66.0,48.0,62.0,58.0,27.0,25.0,17.0,13.0,6.0,10.0,11.0,11.0,1,0,0,1,0,0,0,0,1,1,0
20,67,77,1200000.0,2000.0,1.0,3.0,52.0,59.0,39.0,68.0,46.0,69.0,48.0,43.0,67.0,71.0,76.0,71.0,70.0,55.0,68.0,52.0,57.0,70.0,66.0,42.0,44.0,40.0,64.0,68.0,39.0,62.0,40.0,44.0,39.0,15.0,13.0,10.0,5.0,7.0,0,1,0,1,0,0,0,0,0,0,0
32,67,67,600000.0,3000.0,1.0,3.0,66.0,61.0,47.0,64.0,53.0,69.0,61.0,65.0,61.0,67.0,80.0,78.0,71.0,67.0,71.0,45.0,63.0,72.0,56.0,59.0,50.0,58.0,62.0,64.0,39.0,58.0,26.0,55.0,55.0,14.0,10.0,11.0,10.0,15.0,0,0,0,1,0,0,0,0,0,1,0
27,67,68,725000.0,3000.0,1.0,2.0,48.0,24.0,72.0,67.0,27.0,39.0,28.0,24.0,66.0,59.0,47.0,58.0,60.0,59.0,59.0,35.0,77.0,64.0,74.0,22.0,68.0,66.0,38.0,29.0,38.0,57.0,63.0,64.0,62.0,14.0,10.0,11.0,8.0,15.0,1,1,0,1,1,0,0,0,0,0,0
23,67,73,1100000.0,5000.0,1.0,3.0,50.0,66.0,53.0,64.0,61.0,69.0,55.0,50.0,51.0,69.0,88.0,90.0,86.0,55.0,85.0,68.0,80.0,65.0,56.0,63.0,41.0,22.0,71.0,50.0,62.0,62.0,39.0,18.0,16.0,12.0,8.0,7.0,13.0,11.0,0,0,0,1,0,0,0,0,0,0,0
23,67,73,1100000.0,3000.0,1.0,3.0,57.0,65.0,58.0,60.0,67.0,64.0,51.0,57.0,51.0,66.0,75.0,72.0,74.0,71.0,75.0,68.0,73.0,72.0,66.0,63.0,56.0,24.0,69.0,59.0,65.0,62.0,32.0,31.0,31.0,10.0,16.0,8.0,10.0,13.0,0,1,0,0,0,0,0,0,1,1,0
21,67,80,1500000.0,4000.0,1.0,3.0,45.0,67.0,65.0,57.0,52.0,66.0,44.0,58.0,53.0,69.0,75.0,68.0,63.0,68.0,69.0,67.0,81.0,76.0,62.0,59.0,58.0,13.0,64.0,58.0,61.0,69.0,16.0,16.0,31.0,10.0,9.0,15.0,13.0,6.0,0,1,0,1,0,0,0,0,1,0,1
26,67,68,725000.0,4000.0,1.0,3.0,62.0,44.0,67.0,62.0,36.0,65.0,55.0,37.0,59.0,66.0,73.0,70.0,66.0,63.0,75.0,57.0,85.0,73.0,63.0,40.0,70.0,66.0,60.0,56.0,48.0,65.0,62.0,64.0,66.0,16.0,8.0,10.0,11.0,15.0,0,1,0,0,1,0,0,0,0,1,0
25,67,70,950000.0,2000.0,1.0,3.0,69.0,54.0,64.0,69.0,60.0,64.0,62.0,62.0,65.0,65.0,67.0,79.0,71.0,63.0,71.0,65.0,64.0,90.0,67.0,67.0,60.0,66.0,64.0,62.0,62.0,64.0,62.0,60.0,62.0,10.0,6.0,6.0,12.0,14.0,1,1,0,0,0,0,0,1,0,1,0
23,67,75,975000.0,1000.0,1.0,2.0,48.0,42.0,58.0,71.0,33.0,60.0,36.0,32.0,65.0,68.0,61.0,66.0,71.0,56.0,71.0,43.0,72.0,80.0,60.0,45.0,59.0,66.0,57.0,66.0,36.0,57.0,61.0,65.0,63.0,14.0,12.0,14.0,13.0,7.0,1,1,0,1,0,1,0,0,0,0,0
29,67,67,750000.0,7000.0,1.0,2.0,65.0,66.0,66.0,56.0,58.0,69.0,53.0,36.0,41.0,61.0,73.0,75.0,75.0,60.0,62.0,69.0,70.0,68.0,76.0,59.0,43.0,21.0,63.0,60.0,62.0,48.0,40.0,19.0,18.0,10.0,14.0,14.0,12.0,12.0,1,1,0,1,0,0,0,0,1,0,0
36,67,67,100000.0,3000.0,1.0,1.0,13.0,12.0,17.0,18.0,11.0,15.0,14.0,16.0,21.0,14.0,48.0,50.0,54.0,69.0,53.0,19.0,61.0,36.0,72.0,16.0,19.0,25.0,13.0,29.0,22.0,50.0,16.0,12.0,14.0,67.0,59.0,69.0,69.0,66.0,1,1,0,1,0,0,1,0,0,1,0
30,67,67,725000.0,6000.0,1.0,2.0,55.0,60.0,60.0,60.0,44.0,70.0,60.0,49.0,60.0,62.0,74.0,76.0,68.0,70.0,49.0,68.0,61.0,69.0,76.0,60.0,40.0,29.0,73.0,65.0,44.0,65.0,33.0,30.0,35.0,13.0,8.0,16.0,11.0,14.0,1,1,0,1,0,0,0,1,0,0,0
30,67,67,700000.0,13000.0,1.0,2.0,68.0,58.0,61.0,69.0,65.0,60.0,65.0,67.0,62.0,67.0,78.0,89.0,83.0,66.0,85.0,76.0,67.0,87.0,76.0,71.0,70.0,62.0,60.0,63.0,55.0,69.0,58.0,61.0,61.0,13.0,12.0,10.0,7.0,8.0,0,1,0,1,0,0,0,1,0,1,0
28,67,67,800000.0,7000.0,1.0,2.0,60.0,65.0,62.0,60.0,61.0,63.0,43.0,31.0,54.0,57.0,80.0,82.0,91.0,68.0,78.0,64.0,89.0,73.0,71.0,61.0,59.0,46.0,69.0,55.0,68.0,54.0,46.0,30.0,22.0,13.0,6.0,9.0,10.0,7.0,1,1,0,1,0,0,0,0,0,1,0
30,67,67,725000.0,3000.0,1.0,3.0,45.0,65.0,63.0,58.0,66.0,68.0,67.0,40.0,37.0,63.0,85.0,82.0,85.0,62.0,69.0,69.0,70.0,62.0,70.0,65.0,56.0,33.0,62.0,49.0,54.0,59.0,34.0,21.0,20.0,10.0,11.0,14.0,7.0,13.0,1,0,0,1,0,0,0,0,1,1,0
31,67,67,675000.0,4000.0,1.0,3.0,46.0,66.0,70.0,56.0,62.0,68.0,70.0,69.0,61.0,69.0,69.0,66.0,65.0,58.0,63.0,72.0,75.0,51.0,71.0,67.0,50.0,25.0,65.0,58.0,80.0,61.0,28.0,24.0,17.0,8.0,6.0,11.0,15.0,8.0,1,1,0,1,0,0,0,0,1,0,0
25,67,68,900000.0,5000.0,1.0,3.0,60.0,60.0,27.0,62.0,55.0,72.0,50.0,46.0,55.0,67.0,84.0,88.0,89.0,62.0,87.0,63.0,81.0,65.0,32.0,62.0,42.0,29.0,60.0,60.0,45.0,59.0,36.0,27.0,28.0,15.0,7.0,8.0,12.0,9.0,1,0,0,1,0,0,0,1,0,1,0
25,67,70,950000.0,2000.0,1.0,3.0,60.0,59.0,41.0,58.0,49.0,70.0,61.0,57.0,52.0,64.0,90.0,85.0,81.0,66.0,67.0,64.0,60.0,61.0,57.0,53.0,64.0,44.0,63.0,60.0,58.0,63.0,57.0,33.0,15.0,9.0,14.0,6.0,11.0,15.0,1,1,0,1,0,0,0,1,0,0,0
25,67,72,850000.0,11000.0,1.0,2.0,36.0,34.0,64.0,60.0,40.0,32.0,33.0,34.0,61.0,49.0,52.0,59.0,64.0,61.0,42.0,37.0,73.0,77.0,78.0,39.0,80.0,65.0,30.0,42.0,42.0,55.0,66.0,64.0,63.0,16.0,12.0,8.0,11.0,7.0,1,1,0,1,1,0,0,0,0,0,0
25,67,70,800000.0,7000.0,1.0,2.0,63.0,19.0,52.0,65.0,24.0,57.0,31.0,28.0,57.0,62.0,70.0,68.0,63.0,60.0,67.0,39.0,83.0,82.0,76.0,24.0,71.0,64.0,28.0,47.0,36.0,61.0,61.0,70.0,66.0,8.0,13.0,11.0,12.0,10.0,1,1,0,1,1,0,0,0,0,1,0
21,67,74,900000.0,3000.0,1.0,2.0,54.0,23.0,65.0,64.0,30.0,48.0,33.0,35.0,55.0,63.0,66.0,68.0,60.0,68.0,63.0,49.0,85.0,67.0,74.0,27.0,57.0,67.0,38.0,45.0,42.0,63.0,67.0,69.0,68.0,8.0,12.0,9.0,7.0,11.0,1,1,1,0,1,0,0,0,0,1,0
22,67,75,1100000.0,7000.0,1.0,3.0,70.0,43.0,49.0,66.0,45.0,71.0,72.0,73.0,69.0,68.0,59.0,61.0,63.0,60.0,65.0,53.0,69.0,74.0,67.0,58.0,45.0,51.0,58.0,78.0,54.0,56.0,45.0,58.0,53.0,9.0,13.0,11.0,14.0,11.0,1,1,0,1,0,0,0,1,0,0,0
32,67,67,600000.0,3000.0,1.0,3.0,64.0,61.0,49.0,64.0,47.0,66.0,53.0,72.0,57.0,67.0,70.0,65.0,72.0,67.0,59.0,61.0,50.0,81.0,64.0,54.0,59.0,59.0,66.0,67.0,58.0,66.0,33.0,37.0,25.0,8.0,7.0,6.0,9.0,14.0,1,1,0,0,0,0,0,1,0,1,0
20,67,76,1200000.0,3000.0,1.0,3.0,66.0,43.0,57.0,70.0,58.0,66.0,65.0,58.0,73.0,70.0,65.0,67.0,71.0,61.0,60.0,59.0,58.0,73.0,64.0,63.0,55.0,55.0,49.0,71.0,49.0,59.0,60.0,62.0,58.0,8.0,5.0,12.0,10.0,13.0,1,0,0,1,0,0,0,1,0,0,0
24,67,72,875000.0,2000.0,1.0,2.0,21.0,45.0,61.0,65.0,26.0,45.0,24.0,21.0,55.0,55.0,57.0,58.0,39.0,63.0,54.0,40.0,71.0,60.0,74.0,15.0,75.0,66.0,55.0,35.0,37.0,64.0,66.0,65.0,63.0,5.0,15.0,10.0,6.0,7.0,1,0,0,1,1,0,0,0,0,1,0
27,67,68,850000.0,2000.0,1.0,3.0,59.0,52.0,62.0,67.0,63.0,68.0,55.0,58.0,65.0,66.0,68.0,63.0,70.0,65.0,65.0,68.0,74.0,71.0,74.0,57.0,71.0,63.0,67.0,67.0,50.0,68.0,55.0,69.0,68.0,10.0,15.0,13.0,13.0,12.0,1,1,0,0,0,0,0,1,0,0,0
26,67,70,925000.0,3000.0,1.0,3.0,60.0,60.0,47.0,65.0,60.0,68.0,63.0,61.0,63.0,69.0,66.0,63.0,69.0,70.0,65.0,64.0,61.0,78.0,80.0,63.0,64.0,60.0,61.0,64.0,65.0,67.0,67.0,62.0,54.0,9.0,11.0,16.0,14.0,8.0,1,1,0,1,0,0,0,1,0,1,0
26,67,69,750000.0,3000.0,1.0,3.0,75.0,47.0,42.0,65.0,52.0,68.0,74.0,64.0,66.0,62.0,77.0,78.0,74.0,62.0,78.0,74.0,65.0,73.0,56.0,57.0,72.0,63.0,60.0,63.0,71.0,59.0,61.0,62.0,65.0,15.0,10.0,7.0,10.0,9.0,0,1,0,0,0,0,0,1,0,1,0
27,67,67,825000.0,11000.0,1.0,3.0,49.0,75.0,68.0,49.0,58.0,56.0,31.0,29.0,48.0,59.0,63.0,67.0,57.0,63.0,56.0,73.0,68.0,70.0,86.0,64.0,56.0,22.0,64.0,52.0,58.0,63.0,34.0,24.0,19.0,14.0,15.0,15.0,15.0,9.0,1,0,0,0,0,0,0,1,0,1,0
24,67,71,1000000.0,2000.0,1.0,3.0,63.0,68.0,60.0,61.0,65.0,70.0,66.0,57.0,56.0,68.0,76.0,70.0,74.0,65.0,77.0,66.0,51.0,49.0,39.0,70.0,42.0,48.0,71.0,57.0,58.0,61.0,14.0,36.0,22.0,15.0,13.0,6.0,6.0,15.0,1,0,0,1,0,0,0,1,0,1,0
30,67,67,500000.0,3000.0,1.0,1.0,12.0,18.0,16.0,30.0,15.0,13.0,12.0,14.0,24.0,16.0,44.0,47.0,48.0,60.0,42.0,18.0,72.0,28.0,67.0,12.0,35.0,19.0,12.0,44.0,12.0,50.0,17.0,14.0,15.0,73.0,62.0,67.0,63.0,69.0,1,1,0,1,0,0,1,0,0,1,0
28,67,67,525000.0,4000.0,1.0,1.0,14.0,13.0,20.0,24.0,14.0,14.0,14.0,12.0,11.0,34.0,50.0,48.0,58.0,64.0,39.0,30.0,46.0,36.0,60.0,19.0,34.0,23.0,13.0,31.0,11.0,42.0,15.0,13.0,18.0,66.0,65.0,69.0,64.0,67.0,1,1,0,1,0,0,1,0,0,1,0
28,67,67,800000.0,5000.0,1.0,3.0,53.0,69.0,54.0,56.0,55.0,65.0,48.0,56.0,45.0,65.0,79.0,85.0,82.0,64.0,56.0,66.0,36.0,68.0,78.0,54.0,49.0,31.0,67.0,63.0,62.0,63.0,38.0,35.0,35.0,12.0,16.0,12.0,10.0,10.0,1,0,0,0,0,0,0,0,1,1,0
31,67,67,675000.0,3000.0,1.0,3.0,52.0,68.0,82.0,66.0,70.0,66.0,52.0,57.0,51.0,71.0,59.0,45.0,68.0,68.0,74.0,67.0,77.0,55.0,65.0,65.0,73.0,53.0,77.0,64.0,68.0,66.0,55.0,53.0,59.0,6.0,15.0,12.0,8.0,14.0,1,1,0,1,0,0,0,0,0,1,0
30,67,67,725000.0,7000.0,1.0,3.0,63.0,67.0,63.0,56.0,52.0,66.0,47.0,40.0,39.0,64.0,85.0,87.0,83.0,63.0,79.0,65.0,73.0,71.0,62.0,56.0,32.0,35.0,69.0,48.0,66.0,62.0,24.0,26.0,23.0,14.0,7.0,6.0,13.0,10.0,1,0,0,0,0,0,0,0,1,0,0
28,67,67,775000.0,6000.0,1.0,3.0,56.0,63.0,37.0,57.0,45.0,71.0,53.0,60.0,54.0,67.0,87.0,84.0,86.0,65.0,83.0,64.0,76.0,62.0,38.0,62.0,33.0,32.0,59.0,62.0,59.0,66.0,31.0,29.0,30.0,8.0,16.0,16.0,10.0,16.0,1,1,0,1,0,0,0,1,0,1,0
21,67,75,850000.0,4000.0,1.0,1.0,12.0,11.0,18.0,16.0,11.0,14.0,12.0,11.0,14.0,16.0,31.0,28.0,33.0,65.0,32.0,21.0,49.0,22.0,58.0,12.0,21.0,14.0,11.0,52.0,10.0,47.0,10.0,12.0,13.0,65.0,66.0,67.0,63.0,68.0,0,1,0,1,0,0,1,0,0,1,0
32,67,67,575000.0,4000.0,1.0,3.0,67.0,58.0,53.0,70.0,68.0,69.0,64.0,65.0,64.0,71.0,71.0,61.0,85.0,65.0,89.0,65.0,84.0,65.0,60.0,61.0,74.0,66.0,64.0,65.0,58.0,70.0,58.0,64.0,69.0,13.0,6.0,6.0,8.0,9.0,0,1,0,1,0,1,0,0,0,0,0
27,67,67,825000.0,3000.0,1.0,3.0,65.0,66.0,47.0,67.0,65.0,69.0,73.0,74.0,60.0,69.0,73.0,76.0,76.0,66.0,70.0,73.0,63.0,67.0,62.0,66.0,39.0,42.0,67.0,65.0,72.0,49.0,41.0,37.0,35.0,13.0,16.0,9.0,15.0,12.0,0,1,0,1,0,0,0,0,1,1,0
29,67,67,600000.0,7000.0,1.0,2.0,58.0,28.0,68.0,65.0,30.0,40.0,33.0,40.0,60.0,61.0,60.0,66.0,52.0,60.0,54.0,68.0,80.0,71.0,72.0,32.0,75.0,64.0,49.0,45.0,27.0,65.0,63.0,65.0,65.0,6.0,11.0,9.0,10.0,9.0,1,0,0,1,1,0,0,0,0,1,0
37,67,67,260000.0,6000.0,1.0,3.0,72.0,66.0,68.0,72.0,57.0,63.0,73.0,77.0,71.0,70.0,40.0,42.0,42.0,58.0,55.0,75.0,43.0,34.0,69.0,70.0,65.0,61.0,69.0,73.0,86.0,70.0,63.0,59.0,55.0,9.0,7.0,8.0,15.0,10.0,0,1,0,1,0,0,0,0,0,0,0
28,67,67,800000.0,6000.0,1.0,2.0,46.0,71.0,56.0,67.0,54.0,59.0,57.0,56.0,60.0,68.0,53.0,58.0,74.0,60.0,77.0,70.0,69.0,73.0,64.0,65.0,57.0,22.0,77.0,55.0,53.0,64.0,30.0,38.0,27.0,9.0,7.0,14.0,12.0,13.0,1,0,0,1,0,0,0,0,1,1,0
28,67,67,800000.0,2000.0,1.0,2.0,39.0,68.0,71.0,64.0,58.0,57.0,34.0,33.0,28.0,61.0,53.0,52.0,61.0,68.0,53.0,68.0,83.0,66.0,83.0,62.0,53.0,26.0,70.0,63.0,60.0,61.0,28.0,22.0,21.0,7.0,13.0,16.0,12.0,8.0,1,1,0,1,0,0,0,0,1,1,0
27,67,67,625000.0,3000.0,1.0,2.0,69.0,36.0,58.0,56.0,20.0,48.0,56.0,25.0,56.0,53.0,66.0,71.0,58.0,54.0,72.0,54.0,73.0,90.0,70.0,39.0,77.0,63.0,35.0,40.0,36.0,62.0,70.0,66.0,71.0,9.0,9.0,8.0,6.0,8.0,1,1,0,1,1,0,0,0,0,1,0
26,67,68,725000.0,18000.0,1.0,3.0,54.0,44.0,59.0,64.0,44.0,66.0,60.0,36.0,53.0,65.0,87.0,88.0,71.0,61.0,71.0,58.0,78.0,74.0,78.0,44.0,70.0,55.0,54.0,52.0,40.0,63.0,64.0,68.0,68.0,13.0,9.0,15.0,11.0,8.0,1,0,0,1,1,0,0,0,0,1,0
28,67,67,600000.0,6000.0,1.0,2.0,65.0,34.0,59.0,63.0,35.0,61.0,42.0,38.0,34.0,59.0,75.0,77.0,64.0,60.0,75.0,40.0,76.0,69.0,50.0,35.0,62.0,63.0,54.0,37.0,47.0,57.0,58.0,68.0,69.0,11.0,6.0,16.0,15.0,12.0,0,1,0,1,1,0,0,0,0,0,0
33,67,67,475000.0,4000.0,1.0,3.0,35.0,60.0,72.0,60.0,60.0,63.0,58.0,46.0,34.0,66.0,57.0,60.0,62.0,62.0,58.0,71.0,80.0,61.0,89.0,61.0,66.0,31.0,67.0,60.0,70.0,69.0,34.0,35.0,22.0,7.0,7.0,11.0,6.0,12.0,1,0,0,1,0,0,0,0,1,1,0
